,Date,Chicago,Opponent,Quarter,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game
117,"November 9, 2021",Home,Carthage,2,08:14,19-14,Away,"Foul by EBELING,ADDISON",0,Addison Ebeling,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
118,"November 9, 2021",Home,Carthage,2,08:14,19-14,Home,"BRODNIK,MALLORY missed free throw",0,Mallory Brodnik,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
119,"November 9, 2021",Home,Carthage,2,08:14,19-14,Away,"EBELING,ADDISON defensive rebound",0,Addison Ebeling,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
120,"November 9, 2021",Home,Carthage,2,08:14,19-14,Away,"COSHUN,KELSEY enters the game",1,Kelsey Coshun,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
121,"November 9, 2021",Home,Carthage,2,08:14,19-14,Away,"HERRMANN,LAUREN enters the game",1,Lauren Herrmann,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
122,"November 9, 2021",Home,Carthage,2,08:14,19-14,Away,"CARSELLO,SAMM goes to the bench",1,Samm Carsello,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
123,"November 9, 2021",Home,Carthage,2,08:14,19-14,Away,"MORRISSEY,MARIANNA goes to the bench",1,Marianna Morrissey,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
124,"November 9, 2021",Home,Carthage,2,08:11,19-14,Away,"Turnover by EBELING,ADDISON",0,Addison Ebeling,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
125,"November 9, 2021",Home,Carthage,2,08:11,19-14,Home,"Steal by STEFFENS,KLAIRE",0,Klaire Steffens,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
126,"November 9, 2021",Home,Carthage,2,08:02,22-14,Home,"STEFFENS,KLAIRE made 3-pt. jump shot",0,Klaire Steffens,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",3,1
127,"November 9, 2021",Home,Carthage,2,07:43,22-14,Away,"HERRMANN,LAUREN missed 3-pt. jump shot",0,Lauren Herrmann,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
128,"November 9, 2021",Home,Carthage,2,07:40,22-14,Home,"BRODNIK,MALLORY defensive rebound",0,Mallory Brodnik,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
129,"November 9, 2021",Home,Carthage,2,07:25,22-14,Home,"Turnover by SHAW,ELIZABETH",0,Elizabeth Shaw,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
130,"November 9, 2021",Home,Carthage,2,07:25,22-14,Away,"Steal by EBELING,ADDISON",0,Addison Ebeling,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
131,"November 9, 2021",Home,Carthage,2,07:11,22-16,Away,"KNIGHT,LAUREN made layup",0,Lauren Knight,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",2,1
132,"November 9, 2021",Home,Carthage,2,06:40,24-16,Home,"HYNES,GRACE made layup",0,Grace Hynes,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",2,1
133,"November 9, 2021",Home,Carthage,2,06:19,24-18,Away,"COSHUN,KELSEY made layup",0,Kelsey Coshun,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",2,1
134,"November 9, 2021",Home,Carthage,2,06:06,27-18,Home,"STEFFENS,KLAIRE made 3-pt. jump shot",0,Klaire Steffens,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",3,1
135,"November 9, 2021",Home,Carthage,2,06:06,27-18,Home,"Assist by SHAW,ELIZABETH",0,Elizabeth Shaw,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
136,"November 9, 2021",Home,Carthage,2,05:43,27-18,Away,"Foul by EBELING,ADDISON",0,Addison Ebeling,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
137,"November 9, 2021",Home,Carthage,2,05:43,27-18,Away,"Turnover by EBELING,ADDISON",0,Addison Ebeling,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
138,"November 9, 2021",Home,Carthage,2,05:43,27-18,Away,"ANTOINE,DESTINY enters the game",1,Destiny Antoine,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
139,"November 9, 2021",Home,Carthage,2,05:43,27-18,Away,"VELEV,NANSY enters the game",1,Nansy Velev,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
140,"November 9, 2021",Home,Carthage,2,05:43,27-18,Away,"THISTLE,EMMA enters the game",1,Emma Thistle,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
141,"November 9, 2021",Home,Carthage,2,05:43,27-18,Away,"EBELING,ADDISON goes to the bench",1,Addison Ebeling,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
142,"November 9, 2021",Home,Carthage,2,05:43,27-18,Away,"ESTER,AYANNA goes to the bench",1,Ayanna Ester,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
143,"November 9, 2021",Home,Carthage,2,05:43,27-18,Away,"KNIGHT,LAUREN goes to the bench",1,Lauren Knight,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
144,"November 9, 2021",Home,Carthage,2,05:29,27-18,Home,"SHAW,ELIZABETH missed 3-pt. jump shot",0,Elizabeth Shaw,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
145,"November 9, 2021",Home,Carthage,2,05:29,27-18,Away,"Block by VELEV,NANSY",0,Nansy Velev,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
146,"November 9, 2021",Home,Carthage,2,05:23,27-18,Away,"VELEV,NANSY defensive rebound",0,Nansy Velev,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
147,"November 9, 2021",Home,Carthage,2,05:20,27-18,Away,"Turnover by VELEV,NANSY",0,Nansy Velev,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw",0,1
148,"November 9, 2021",Home,Carthage,2,05:20,27-18,Home,"GROSS,ELLIE enters the game",1,Ellie Gross,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Elizabeth Shaw, Ellie Gross",0,1
149,"November 9, 2021",Home,Carthage,2,05:20,27-18,Home,"SHAW,ELIZABETH goes to the bench",1,Elizabeth Shaw,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Ellie Gross",0,1
150,"November 9, 2021",Home,Carthage,2,04:57,29-18,Home,"HYNES,GRACE made layup",0,Grace Hynes,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Ellie Gross",2,1
151,"November 9, 2021",Home,Carthage,2,04:40,29-20,Away,"COSHUN,KELSEY made jump shot",0,Kelsey Coshun,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Ellie Gross",2,1
152,"November 9, 2021",Home,Carthage,2,04:40,29-20,Away,"Assist by THISTLE,EMMA",0,Emma Thistle,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Ellie Gross",0,1
153,"November 9, 2021",Home,Carthage,2,04:13,29-20,Away,"Foul by THISTLE,EMMA",0,Emma Thistle,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Ellie Gross",0,1
154,"November 9, 2021",Home,Carthage,2,04:13,29-20,Home,20SEC TIMEOUT by Chicago,0,,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Ellie Gross",0,1
155,"November 9, 2021",Home,Carthage,2,04:13,29-20,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Ellie Gross, Ashley Gao",0,1
156,"November 9, 2021",Home,Carthage,2,04:13,29-20,Home,"POWE,MARISSA enters the game",1,Marissa Powe,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Mallory Brodnik, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
157,"November 9, 2021",Home,Carthage,2,04:13,29-20,Home,"BRODNIK,MALLORY goes to the bench",1,Mallory Brodnik,"Peyton Van Soest, Klaire Steffens, Peyton Soest, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
158,"November 9, 2021",Home,Carthage,2,04:13,29-20,Home,"VAN SOEST,PEYTON goes to the bench",1,Peyton Soest,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
159,"November 9, 2021",Home,Carthage,2,04:13,29-20,Away,"KNIGHT,LAUREN enters the game",1,Lauren Knight,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
160,"November 9, 2021",Home,Carthage,2,04:13,29-20,Away,"THISTLE,EMMA goes to the bench",1,Emma Thistle,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
161,"November 9, 2021",Home,Carthage,2,04:06,29-20,Away,"Foul by ANTOINE,DESTINY",0,Destiny Antoine,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
162,"November 9, 2021",Home,Carthage,2,04:06,30-20,Home,"STEFFENS,KLAIRE made free throw",0,Klaire Steffens,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",1,1
163,"November 9, 2021",Home,Carthage,2,04:06,30-20,Home,"STEFFENS,KLAIRE missed free throw",0,Klaire Steffens,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
164,"November 9, 2021",Home,Carthage,2,04:04,30-20,Home,"GAO,ASHLEY offensive rebound",0,Ashley Gao,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
165,"November 9, 2021",Home,Carthage,2,04:02,30-20,Home,"Turnover by GAO,ASHLEY",0,Ashley Gao,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
166,"November 9, 2021",Home,Carthage,2,04:02,30-20,Away,"Steal by COSHUN,KELSEY",0,Kelsey Coshun,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
167,"November 9, 2021",Home,Carthage,2,03:48,30-22,Away,"COSHUN,KELSEY made layup",0,Kelsey Coshun,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",2,1
168,"November 9, 2021",Home,Carthage,2,03:48,30-22,Away,"Assist by ANTOINE,DESTINY",0,Destiny Antoine,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
169,"November 9, 2021",Home,Carthage,2,03:28,30-22,Home,"HYNES,GRACE missed 3-pt. jump shot",0,Grace Hynes,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
170,"November 9, 2021",Home,Carthage,2,03:24,30-22,Away,"HERRMANN,LAUREN defensive rebound",0,Lauren Herrmann,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
171,"November 9, 2021",Home,Carthage,2,03:04,30-22,Away,"Turnover by KNIGHT,LAUREN",0,Lauren Knight,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
172,"November 9, 2021",Home,Carthage,2,03:04,30-22,Home,"Steal by POWE,MARISSA",0,Marissa Powe,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
173,"November 9, 2021",Home,Carthage,2,02:59,32-22,Home,"GROSS,ELLIE made layup",0,Ellie Gross,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",2,1
174,"November 9, 2021",Home,Carthage,2,02:41,32-22,Home,"Foul by POWE,MARISSA",0,Marissa Powe,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe",0,1
175,"November 9, 2021",Home,Carthage,2,02:41,32-22,Home,"BRODNIK,MALLORY enters the game",1,Mallory Brodnik,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe, Mallory Brodnik",0,1
176,"November 9, 2021",Home,Carthage,2,02:41,32-22,Home,"NORTH,SOPHIA enters the game",1,Sophia North,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe, Mallory Brodnik, Sophia North",0,1
177,"November 9, 2021",Home,Carthage,2,02:41,32-22,Home,"VAN SOEST,PEYTON enters the game",1,Peyton Soest,"Peyton Van Soest, Klaire Steffens, Grace Hynes, Ellie Gross, Ashley Gao, Marissa Powe, Mallory Brodnik, Sophia North, Peyton Soest",0,1
178,"November 9, 2021",Home,Carthage,2,02:41,32-22,Home,"HYNES,GRACE goes to the bench",1,Grace Hynes,"Peyton Van Soest, Klaire Steffens, Ellie Gross, Ashley Gao, Marissa Powe, Mallory Brodnik, Sophia North, Peyton Soest",0,1
179,"November 9, 2021",Home,Carthage,2,02:41,32-22,Home,"STEFFENS,KLAIRE goes to the bench",1,Klaire Steffens,"Peyton Van Soest, Ellie Gross, Ashley Gao, Marissa Powe, Mallory Brodnik, Sophia North, Peyton Soest",0,1
180,"November 9, 2021",Home,Carthage,2,02:41,32-22,Home,"POWE,MARISSA goes to the bench",1,Marissa Powe,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
181,"November 9, 2021",Home,Carthage,2,02:41,32-22,Away,"THISTLE,EMMA enters the game",1,Emma Thistle,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
182,"November 9, 2021",Home,Carthage,2,02:41,32-22,Away,"MORRISSEY,MARIANNA enters the game",1,Marianna Morrissey,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
183,"November 9, 2021",Home,Carthage,2,02:41,32-22,Away,"VELEV,NANSY goes to the bench",1,Nansy Velev,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
184,"November 9, 2021",Home,Carthage,2,02:41,32-22,Away,"HERRMANN,LAUREN goes to the bench",1,Lauren Herrmann,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
185,"November 9, 2021",Home,Carthage,2,02:32,32-22,Home,"Foul by BRODNIK,MALLORY",0,Mallory Brodnik,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
186,"November 9, 2021",Home,Carthage,2,02:32,32-22,Away,"ANTOINE,DESTINY missed free throw",0,Destiny Antoine,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
187,"November 9, 2021",Home,Carthage,2,02:32,32-22,Away,TEAM deadball rebound,0,,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
188,"November 9, 2021",Home,Carthage,2,02:31,32-22,Away,"ANTOINE,DESTINY missed free throw",0,Destiny Antoine,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
189,"November 9, 2021",Home,Carthage,2,02:30,32-22,Home,"GAO,ASHLEY defensive rebound",0,Ashley Gao,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
190,"November 9, 2021",Home,Carthage,2,02:24,32-22,Away,"Foul by ANTOINE,DESTINY",0,Destiny Antoine,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
191,"November 9, 2021",Home,Carthage,2,02:24,33-22,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",1,1
192,"November 9, 2021",Home,Carthage,2,02:24,34-22,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",1,1
193,"November 9, 2021",Home,Carthage,2,02:24,34-22,Away,"EBELING,ADDISON enters the game",1,Addison Ebeling,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
194,"November 9, 2021",Home,Carthage,2,02:24,34-22,Away,"ANTOINE,DESTINY goes to the bench",1,Destiny Antoine,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
195,"November 9, 2021",Home,Carthage,2,02:03,34-22,Away,"KNIGHT,LAUREN missed 3-pt. jump shot",0,Lauren Knight,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
196,"November 9, 2021",Home,Carthage,2,02:01,34-22,Away,"COSHUN,KELSEY offensive rebound",0,Kelsey Coshun,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
197,"November 9, 2021",Home,Carthage,2,01:59,34-22,Away,"COSHUN,KELSEY missed layup",0,Kelsey Coshun,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
198,"November 9, 2021",Home,Carthage,2,01:56,34-22,Home,"GAO,ASHLEY defensive rebound",0,Ashley Gao,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
199,"November 9, 2021",Home,Carthage,2,01:51,34-22,Away,"Foul by EBELING,ADDISON",0,Addison Ebeling,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",0,1
200,"November 9, 2021",Home,Carthage,2,01:51,35-22,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",1,1
201,"November 9, 2021",Home,Carthage,2,01:51,36-22,Home,"BRODNIK,MALLORY made free throw",0,Mallory Brodnik,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest",1,1
202,"November 9, 2021",Home,Carthage,2,01:51,36-22,Home,"SHAW,ELIZABETH enters the game",1,Elizabeth Shaw,"Peyton Van Soest, Ellie Gross, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
203,"November 9, 2021",Home,Carthage,2,01:51,36-22,Home,"GROSS,ELLIE goes to the bench",1,Ellie Gross,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
204,"November 9, 2021",Home,Carthage,2,01:35,36-22,Away,"COSHUN,KELSEY missed layup",0,Kelsey Coshun,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
205,"November 9, 2021",Home,Carthage,2,01:31,36-22,Home,"VAN SOEST,PEYTON defensive rebound",0,Peyton Soest,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
206,"November 9, 2021",Home,Carthage,2,01:23,36-22,Home,"VAN SOEST,PEYTON missed 3-pt. jump shot",0,Peyton Soest,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
207,"November 9, 2021",Home,Carthage,2,01:20,36-22,Away,"COSHUN,KELSEY defensive rebound",0,Kelsey Coshun,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
208,"November 9, 2021",Home,Carthage,2,01:10,36-22,Away,"THISTLE,EMMA missed 3-pt. jump shot",0,Emma Thistle,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
209,"November 9, 2021",Home,Carthage,2,01:06,36-22,Home,"GAO,ASHLEY defensive rebound",0,Ashley Gao,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
210,"November 9, 2021",Home,Carthage,2,01:01,38-22,Home,"BRODNIK,MALLORY made layup",0,Mallory Brodnik,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",2,1
211,"November 9, 2021",Home,Carthage,2,01:01,38-22,Home,"Assist by NORTH,SOPHIA",0,Sophia North,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
212,"November 9, 2021",Home,Carthage,2,00:45,38-22,Away,"CARSELLO,SAMM enters the game",1,Samm Carsello,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
213,"November 9, 2021",Home,Carthage,2,00:45,38-22,Away,"COSHUN,KELSEY goes to the bench",1,Kelsey Coshun,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
214,"November 9, 2021",Home,Carthage,2,00:40,38-22,Away,"Turnover by EBELING,ADDISON",0,Addison Ebeling,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
215,"November 9, 2021",Home,Carthage,2,00:40,38-22,Home,"Steal by SHAW,ELIZABETH",0,Elizabeth Shaw,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
216,"November 9, 2021",Home,Carthage,2,00:29,38-22,Home,"GAO,ASHLEY missed layup",0,Ashley Gao,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
217,"November 9, 2021",Home,Carthage,2,00:26,38-22,Away,"MORRISSEY,MARIANNA defensive rebound",0,Marianna Morrissey,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
218,"November 9, 2021",Home,Carthage,2,00:19,38-22,Away,"EBELING,ADDISON missed jump shot",0,Addison Ebeling,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
219,"November 9, 2021",Home,Carthage,2,00:16,38-22,Home,"SHAW,ELIZABETH defensive rebound",0,Elizabeth Shaw,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
220,"November 9, 2021",Home,Carthage,2,00:00,40-22,Home,"BRODNIK,MALLORY made layup",0,Mallory Brodnik,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",2,1
221,"November 9, 2021",Home,Carthage,2,00:00,40-22,Home,"Assist by GAO,ASHLEY",0,Ashley Gao,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw",0,1
222,"November 9, 2021",Home,Carthage,1,10:00,40-22,Home,"HYNES,GRACE enters the game",1,Grace Hynes,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw, Grace Hynes",0,1
223,"November 9, 2021",Home,Carthage,1,10:00,40-22,Home,"STEFFENS,KLAIRE enters the game",1,Klaire Steffens,"Peyton Van Soest, Ashley Gao, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw, Grace Hynes, Klaire Steffens",0,1
224,"November 9, 2021",Home,Carthage,1,10:00,40-22,Home,"GAO,ASHLEY goes to the bench",1,Ashley Gao,"Peyton Van Soest, Mallory Brodnik, Sophia North, Peyton Soest, Elizabeth Shaw, Grace Hynes, Klaire Steffens",0,1
225,"November 9, 2021",Home,Carthage,1,10:00,40-22,Home,"NORTH,SOPHIA goes to the bench",1,Sophia North,"Peyton Van Soest, Mallory Brodnik, Peyton Soest, Elizabeth Shaw, Grace Hynes, Klaire Steffens",0,1
226,"November 9, 2021",Home,Carthage,1,10:00,40-22,Away,"COSHUN,KELSEY enters the game",1,Kelsey Coshun,"Peyton Van Soest, Mallory Brodnik, Peyton Soest, Elizabeth Shaw, Grace Hynes, Klaire Steffens",0,1
